gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_13900,177.20227,-4.6701884,0.5584749,-8.3623967,6.15e-17,3.45e-15,CP018074.1,3109095,3109096,TSS_04954,38,-,CP018074.1,Genbank,gene,3105601,3105972,.,+,.,3124
vnz_14710,56.617339,-2.0534827,0.6959646,-2.9505563,0.003172,0.0182717,CP018074.1,3273331,3273332,TSS_05218,47,-,CP018074.1,Genbank,gene,3272158,3272775,.,+,.,557
vnz_14710,56.617339,-2.0534827,0.6959646,-2.9505563,0.003172,0.0182717,CP018074.1,3274415,3274416,TSS_05220,41,-,CP018074.1,Genbank,gene,3272158,3272775,.,+,.,1641
vnz_14745,112.39777,2.0216759,0.4268035,4.7367836,2.17e-06,2.91e-05,CP018074.1,3281749,3281750,TSS_05226,274,-,CP018074.1,Genbank,gene,3278460,3278822,.,+,.,2928
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3320905,3320906,TSS_05314,6107,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,2732
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3322838,3322839,TSS_05317,702,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,799
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3323017,3323018,TSS_05320,6603,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,620
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3320918,3320919,TSS_05315,542,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,2719
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3319423,3319424,TSS_05309,5276,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,4214
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3323038,3323039,TSS_05323,35,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,599
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3317549,3317550,TSS_05301,127,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,6088
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3319392,3319393,TSS_05306,41,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,4245
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3317683,3317684,TSS_05305,68,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,5954
vnz_14930,478.09461,2.2934464,0.4885884,4.6940253,2.68e-06,3.55e-05,CP018074.1,3321362,3321363,TSS_05316,459,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,2275
vnz_14965,506.84868,2.1944374,0.3976457,5.5185739,3.42e-08,6.33e-07,CP018074.1,3332047,3332048,TSS_05335,49,+,CP018074.1,Genbank,gene,3330005,3332284,.,-,.,1
vnz_14965,506.84868,2.1944374,0.3976457,5.5185739,3.42e-08,6.33e-07,CP018074.1,3329246,3329247,TSS_05331,378,+,CP018074.1,Genbank,gene,3330005,3332284,.,-,.,758
vnz_15055,107.21536,2.5746672,0.5898369,4.3650496,1.27e-05,0.0001428,CP018074.1,3354039,3354040,TSS_05413,463,+,CP018074.1,Genbank,gene,3354591,3356120,.,-,.,551
vnz_15265,339.77383,5.7617177,0.5089812,11.3201,1.04e-29,1.57e-27,CP018074.1,3407468,3407469,TSS_05497,110,-,CP018074.1,Genbank,gene,3404288,3404917,.,+,.,2552
vnz_15265,339.77383,5.7617177,0.5089812,11.3201,1.04e-29,1.57e-27,CP018074.1,3408929,3408930,TSS_05499,101,-,CP018074.1,Genbank,gene,3404288,3404917,.,+,.,4013
vnz_15280,287.86907,2.6390308,0.3357995,7.8589477,3.87e-15,1.78e-13,CP018074.1,3408929,3408930,TSS_05499,101,-,CP018074.1,Genbank,gene,3408774,3409421,.,+,.,1
vnz_15430,53.336817,-2.6353111,0.5288382,-4.9832085,6.25e-07,9.32e-06,CP018074.1,3446701,3446702,TSS_05584,193,-,CP018074.1,Genbank,gene,3438990,3440561,.,+,.,6141
vnz_15430,53.336817,-2.6353111,0.5288382,-4.9832085,6.25e-07,9.32e-06,CP018074.1,3446683,3446684,TSS_05581,498,-,CP018074.1,Genbank,gene,3438990,3440561,.,+,.,6123
vnz_15430,53.336817,-2.6353111,0.5288382,-4.9832085,6.25e-07,9.32e-06,CP018074.1,3444051,3444052,TSS_05575,53,-,CP018074.1,Genbank,gene,3438990,3440561,.,+,.,3491
vnz_15430,53.336817,-2.6353111,0.5288382,-4.9832085,6.25e-07,9.32e-06,CP018074.1,3449079,3449080,TSS_05593,775,-,CP018074.1,Genbank,gene,3438990,3440561,.,+,.,8519
vnz_15435,351.49728,6.0651972,0.6183129,9.8092681,1.03e-22,8.76e-21,CP018074.1,3436901,3436902,TSS_05569,135,+,CP018074.1,Genbank,gene,3440568,3441098,.,-,.,3666
vnz_15435,351.49728,6.0651972,0.6183129,9.8092681,1.03e-22,8.76e-21,CP018074.1,3433228,3433229,TSS_05562,66,+,CP018074.1,Genbank,gene,3440568,3441098,.,-,.,7339
vnz_15770,53.403042,2.613687,0.5430917,4.8126074,1.49e-06,2.07e-05,CP018074.1,3509062,3509063,TSS_05924,41,+,CP018074.1,Genbank,gene,3509828,3510355,.,-,.,765
vnz_15810,303.74113,-2.1122309,0.3656855,-5.7760863,7.65e-09,1.56e-07,CP018074.1,3517781,3517782,TSS_05932,346,+,CP018074.1,Genbank,gene,3518653,3520449,.,-,.,871
vnz_15860,105.58795,-2.8683758,0.5700184,-5.0320762,4.85e-07,7.32e-06,CP018074.1,3524725,3524726,TSS_05945,40,+,CP018074.1,Genbank,gene,3530370,3531950,.,-,.,5644
vnz_15860,105.58795,-2.8683758,0.5700184,-5.0320762,4.85e-07,7.32e-06,CP018074.1,3527190,3527191,TSS_05948,75,+,CP018074.1,Genbank,gene,3530370,3531950,.,-,.,3179
vnz_15860,105.58795,-2.8683758,0.5700184,-5.0320762,4.85e-07,7.32e-06,CP018074.1,3528760,3528761,TSS_05949,81,+,CP018074.1,Genbank,gene,3530370,3531950,.,-,.,1609
vnz_15860,105.58795,-2.8683758,0.5700184,-5.0320762,4.85e-07,7.32e-06,CP018074.1,3526709,3526710,TSS_05946,2803,+,CP018074.1,Genbank,gene,3530370,3531950,.,-,.,3660
vnz_15900,73.998015,2.4076998,0.5205944,4.6249054,3.75e-06,4.78e-05,CP018074.1,3541933,3541934,TSS_06018,91,+,CP018074.1,Genbank,gene,3541652,3542035,.,-,.,1
vnz_16040,222.00316,2.0222591,0.4551592,4.4429708,8.87e-06,0.0001031,CP018074.1,3566152,3566153,TSS_06037,96,+,CP018074.1,Genbank,gene,3567403,3568008,.,-,.,1250
vnz_16040,222.00316,2.0222591,0.4551592,4.4429708,8.87e-06,0.0001031,CP018074.1,3565812,3565813,TSS_06036,109,+,CP018074.1,Genbank,gene,3567403,3568008,.,-,.,1590
vnz_16040,222.00316,2.0222591,0.4551592,4.4429708,8.87e-06,0.0001031,CP018074.1,3566848,3566849,TSS_06039,62,+,CP018074.1,Genbank,gene,3567403,3568008,.,-,.,554
vnz_16040,222.00316,2.0222591,0.4551592,4.4429708,8.87e-06,0.0001031,CP018074.1,3562435,3562436,TSS_06032,141,+,CP018074.1,Genbank,gene,3567403,3568008,.,-,.,4967
vnz_16075,163.42679,3.0904476,0.488249,6.3296541,2.46e-10,6.08e-09,CP018074.1,3577985,3577986,TSS_06110,627,-,CP018074.1,Genbank,gene,3575490,3577160,.,+,.,826
vnz_16075,163.42679,3.0904476,0.488249,6.3296541,2.46e-10,6.08e-09,CP018074.1,3577991,3577992,TSS_06111,101,-,CP018074.1,Genbank,gene,3575490,3577160,.,+,.,832
vnz_16675,90.117706,-2.1428734,0.4600264,-4.658153,3.19e-06,4.15e-05,CP018074.1,3703192,3703193,TSS_06667,49,-,CP018074.1,Genbank,gene,3702636,3703472,.,+,.,1
vnz_16675,90.117706,-2.1428734,0.4600264,-4.658153,3.19e-06,4.15e-05,CP018074.1,3703443,3703444,TSS_06672,56,-,CP018074.1,Genbank,gene,3702636,3703472,.,+,.,1
vnz_16675,90.117706,-2.1428734,0.4600264,-4.658153,3.19e-06,4.15e-05,CP018074.1,3703454,3703455,TSS_06674,58,-,CP018074.1,Genbank,gene,3702636,3703472,.,+,.,1
vnz_16675,90.117706,-2.1428734,0.4600264,-4.658153,3.19e-06,4.15e-05,CP018074.1,3703099,3703100,TSS_06666,85,-,CP018074.1,Genbank,gene,3702636,3703472,.,+,.,1
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3755291,3755292,TSS_06753,85,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,781
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3751720,3751721,TSS_06739,334,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,4352
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3753605,3753606,TSS_06745,200,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,2467
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3755053,3755054,TSS_06752,32,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,1019
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3753110,3753111,TSS_06743,60,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,2962
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3753701,3753702,TSS_06748,142,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,2371
vnz_16915,179.68926,4.5776027,0.3779215,12.112575,9.06e-34,2.21e-31,CP018074.1,3755749,3755750,TSS_06755,34,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,323
vnz_17335,1055.952,7.1421427,0.4585904,15.574121,1.09e-54,1.93e-51,CP018074.1,3832839,3832840,TSS_06992,37,+,CP018074.1,Genbank,gene,3831802,3833358,.,-,.,1
vnz_17345,117.95465,4.6046852,0.5750862,8.0069477,1.18e-15,5.55e-14,CP018074.1,3835994,3835995,TSS_06994,74,-,CP018074.1,Genbank,gene,3834152,3835285,.,+,.,710
vnz_17390,96.622091,4.4153331,0.5799569,7.613209,2.67e-14,1.15e-12,CP018074.1,3843700,3843701,TSS_07006,303,-,CP018074.1,Genbank,gene,3841418,3841789,.,+,.,1912
vnz_17395,141.56235,2.4012786,0.4409864,5.4452438,5.17e-08,9.18e-07,CP018074.1,3841417,3841418,TSS_07004,183,+,CP018074.1,Genbank,gene,3841839,3842699,.,-,.,421
vnz_17395,141.56235,2.4012786,0.4409864,5.4452438,5.17e-08,9.18e-07,CP018074.1,3842073,3842074,TSS_07005,436,+,CP018074.1,Genbank,gene,3841839,3842699,.,-,.,1
vnz_17395,141.56235,2.4012786,0.4409864,5.4452438,5.17e-08,9.18e-07,CP018074.1,3840922,3840923,TSS_07002,1625,+,CP018074.1,Genbank,gene,3841839,3842699,.,-,.,916
vnz_17395,141.56235,2.4012786,0.4409864,5.4452438,5.17e-08,9.18e-07,CP018074.1,3839148,3839149,TSS_06997,1276,+,CP018074.1,Genbank,gene,3841839,3842699,.,-,.,2690
vnz_17395,141.56235,2.4012786,0.4409864,5.4452438,5.17e-08,9.18e-07,CP018074.1,3839132,3839133,TSS_06996,160,+,CP018074.1,Genbank,gene,3841839,3842699,.,-,.,2706
vnz_17400,215.58546,2.2766626,0.4188297,5.4357721,5.46e-08,9.63e-07,CP018074.1,3842073,3842074,TSS_07005,436,+,CP018074.1,Genbank,gene,3842696,3843664,.,-,.,622
vnz_17540,173.5626,5.19469,0.7069583,7.347944,2.01e-13,7.5e-12,CP018074.1,3878847,3878848,TSS_07048,57,-,CP018074.1,Genbank,gene,3875688,3876503,.,+,.,2345
vnz_17540,173.5626,5.19469,0.7069583,7.347944,2.01e-13,7.5e-12,CP018074.1,3879462,3879463,TSS_07050,43,-,CP018074.1,Genbank,gene,3875688,3876503,.,+,.,2960
vnz_17740,70.138306,3.6514805,0.4904254,7.4455365,9.66e-14,3.73e-12,CP018074.1,3920718,3920719,TSS_07129,377,+,CP018074.1,Genbank,gene,3921507,3922100,.,-,.,788
vnz_17740,70.138306,3.6514805,0.4904254,7.4455365,9.66e-14,3.73e-12,CP018074.1,3920785,3920786,TSS_07134,121,+,CP018074.1,Genbank,gene,3921507,3922100,.,-,.,721
vnz_17910,843.59614,3.8654991,0.3334419,11.59272,4.49e-31,8.58e-29,CP018074.1,3957613,3957614,TSS_07240,2992,-,CP018074.1,Genbank,gene,3956257,3956967,.,+,.,647
vnz_18260,90.670071,2.3363456,0.4585797,5.0947431,3.49e-07,5.4e-06,CP018074.1,4042747,4042748,TSS_07432,161,-,CP018074.1,Genbank,gene,4036105,4037820,.,+,.,4928
vnz_18260,90.670071,2.3363456,0.4585797,5.0947431,3.49e-07,5.4e-06,CP018074.1,4045605,4045606,TSS_07434,138,-,CP018074.1,Genbank,gene,4036105,4037820,.,+,.,7786
vnz_18260,90.670071,2.3363456,0.4585797,5.0947431,3.49e-07,5.4e-06,CP018074.1,4040508,4040509,TSS_07425,183,-,CP018074.1,Genbank,gene,4036105,4037820,.,+,.,2689
vnz_18260,90.670071,2.3363456,0.4585797,5.0947431,3.49e-07,5.4e-06,CP018074.1,4041625,4041626,TSS_07429,80,-,CP018074.1,Genbank,gene,4036105,4037820,.,+,.,3806
vnz_18260,90.670071,2.3363456,0.4585797,5.0947431,3.49e-07,5.4e-06,CP018074.1,4045464,4045465,TSS_07433,48,-,CP018074.1,Genbank,gene,4036105,4037820,.,+,.,7645
vnz_18665,163.47187,5.2016299,0.5417542,9.6014573,7.88e-22,6.27e-20,CP018074.1,4117530,4117531,TSS_07554,46,-,CP018074.1,Genbank,gene,4117037,4118632,.,+,.,1
vnz_18905,513.46124,6.8975058,0.5294932,13.026618,8.64e-39,3.6e-36,CP018074.1,4157253,4157254,TSS_07608,282,+,CP018074.1,Genbank,gene,4162157,4162561,.,-,.,4903
vnz_18905,513.46124,6.8975058,0.5294932,13.026618,8.64e-39,3.6e-36,CP018074.1,4157463,4157464,TSS_07612,1773,+,CP018074.1,Genbank,gene,4162157,4162561,.,-,.,4693
vnz_18905,513.46124,6.8975058,0.5294932,13.026618,8.64e-39,3.6e-36,CP018074.1,4157446,4157447,TSS_07610,31,+,CP018074.1,Genbank,gene,4162157,4162561,.,-,.,4710
vnz_19620,159.28309,-2.1797285,0.3660576,-5.9546055,2.61e-09,5.7e-08,CP018074.1,4314140,4314141,TSS_08223,60,-,CP018074.1,Genbank,gene,4311733,4313283,.,+,.,858
vnz_19620,159.28309,-2.1797285,0.3660576,-5.9546055,2.61e-09,5.7e-08,CP018074.1,4316064,4316065,TSS_08228,556,-,CP018074.1,Genbank,gene,4311733,4313283,.,+,.,2782
vnz_19620,159.28309,-2.1797285,0.3660576,-5.9546055,2.61e-09,5.7e-08,CP018074.1,4314660,4314661,TSS_08224,447,-,CP018074.1,Genbank,gene,4311733,4313283,.,+,.,1378
vnz_19635,226.69999,-3.1963404,0.4141943,-7.7170071,1.19e-14,5.2e-13,CP018074.1,4315748,4315749,TSS_08226,42,+,CP018074.1,Genbank,gene,4314885,4315982,.,-,.,1
vnz_20490,111.68264,-2.1137309,0.560161,-3.7734346,0.000161,0.0013865,CP018074.1,4490552,4490553,TSS_08583,39,+,CP018074.1,Genbank,gene,4491945,4492157,.,-,.,1392
vnz_20490,111.68264,-2.1137309,0.560161,-3.7734346,0.000161,0.0013865,CP018074.1,4491709,4491710,TSS_08585,32,+,CP018074.1,Genbank,gene,4491945,4492157,.,-,.,235
vnz_20755,182.54634,-2.3704502,0.3734054,-6.3481942,2.18e-10,5.43e-09,CP018074.1,4547334,4547335,TSS_08647,328,+,CP018074.1,Genbank,gene,4548749,4549849,.,-,.,1414
vnz_20905,442.52744,-2.7991723,0.3933454,-7.1163223,1.11e-12,3.81e-11,CP018074.1,4579897,4579898,TSS_08705,87,-,CP018074.1,Genbank,gene,4579043,4579486,.,+,.,412
vnz_21170,54.436084,-3.3660116,0.619927,-5.4296903,5.65e-08,9.91e-07,CP018074.1,4639855,4639856,TSS_08784,99,+,CP018074.1,Genbank,gene,4642451,4643755,.,-,.,2595
vnz_21170,54.436084,-3.3660116,0.619927,-5.4296903,5.65e-08,9.91e-07,CP018074.1,4639823,4639824,TSS_08782,312,+,CP018074.1,Genbank,gene,4642451,4643755,.,-,.,2627
vnz_21950,892.7692,5.4288378,0.3783454,14.348893,1.08e-46,7.66e-44,CP018074.1,4776574,4776575,TSS_09332,1130,+,CP018074.1,Genbank,gene,4778835,4779533,.,-,.,2260
vnz_21950,892.7692,5.4288378,0.3783454,14.348893,1.08e-46,7.66e-44,CP018074.1,4778121,4778122,TSS_09389,329,+,CP018074.1,Genbank,gene,4778835,4779533,.,-,.,713
vnz_21950,892.7692,5.4288378,0.3783454,14.348893,1.08e-46,7.66e-44,CP018074.1,4777050,4777051,TSS_09357,31,+,CP018074.1,Genbank,gene,4778835,4779533,.,-,.,1784
vnz_21950,892.7692,5.4288378,0.3783454,14.348893,1.08e-46,7.66e-44,CP018074.1,4777062,4777063,TSS_09360,112,+,CP018074.1,Genbank,gene,4778835,4779533,.,-,.,1772
vnz_21950,892.7692,5.4288378,0.3783454,14.348893,1.08e-46,7.66e-44,CP018074.1,4776956,4776957,TSS_09349,148,+,CP018074.1,Genbank,gene,4778835,4779533,.,-,.,1878
vnz_22030,372.8298,3.4849376,0.4251432,8.1970916,2.46e-16,1.3e-14,CP018074.1,4796763,4796764,TSS_09432,372,-,CP018074.1,Genbank,gene,4796438,4798144,.,+,.,1
vnz_22100,491.94197,-2.1308785,0.347605,-6.1301725,8.78e-10,2e-08,CP018074.1,4818623,4818624,TSS_09462,56,+,CP018074.1,Genbank,gene,4819561,4820676,.,-,.,937
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4838318,4838319,TSS_09495,33,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,473
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4838201,4838202,TSS_09494,68,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,590
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4831516,4831517,TSS_09484,47,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,7275
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4837689,4837690,TSS_09493,45,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,1102
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4836479,4836480,TSS_09486,63,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,2312
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4836491,4836492,TSS_09489,5597,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,2300
vnz_22170,348.5405,3.7123165,0.3814396,9.7323834,2.19e-22,1.81e-20,CP018074.1,4830850,4830851,TSS_09481,210,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,7941
vnz_22680,1019.3252,-2.1771975,0.3745266,-5.8131985,6.13e-09,1.28e-07,CP018074.1,4945567,4945568,TSS_09859,3659,-,CP018074.1,Genbank,gene,4942163,4943089,.,+,.,2479
vnz_22680,1019.3252,-2.1771975,0.3745266,-5.8131985,6.13e-09,1.28e-07,CP018074.1,4945700,4945701,TSS_09867,376,-,CP018074.1,Genbank,gene,4942163,4943089,.,+,.,2612
vnz_22680,1019.3252,-2.1771975,0.3745266,-5.8131985,6.13e-09,1.28e-07,CP018074.1,4945674,4945675,TSS_09864,1498,-,CP018074.1,Genbank,gene,4942163,4943089,.,+,.,2586
vnz_22800,1210.8376,6.9197686,0.5058307,13.680008,1.34e-42,7.28e-40,CP018074.1,4966656,4966657,TSS_09899,1739,+,CP018074.1,Genbank,gene,4967884,4968075,.,-,.,1227
vnz_22800,1210.8376,6.9197686,0.5058307,13.680008,1.34e-42,7.28e-40,CP018074.1,4966584,4966585,TSS_09896,96,+,CP018074.1,Genbank,gene,4967884,4968075,.,-,.,1299
vnz_22885,380.84865,-2.1757914,0.40686,-5.3477637,8.9e-08,1.52e-06,CP018074.1,4984111,4984112,TSS_09932,2306,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,297
vnz_22885,380.84865,-2.1757914,0.40686,-5.3477637,8.9e-08,1.52e-06,CP018074.1,4984465,4984466,TSS_09936,47,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,1
vnz_22885,380.84865,-2.1757914,0.40686,-5.3477637,8.9e-08,1.52e-06,CP018074.1,4984370,4984371,TSS_09934,51,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,38
vnz_22885,380.84865,-2.1757914,0.40686,-5.3477637,8.9e-08,1.52e-06,CP018074.1,4984817,4984818,TSS_09938,63,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,1
vnz_22885,380.84865,-2.1757914,0.40686,-5.3477637,8.9e-08,1.52e-06,CP018074.1,4984394,4984395,TSS_09935,34,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,14
vnz_23170,71.344276,2.487746,0.5356684,4.6441906,3.41e-06,4.42e-05,CP018074.1,5031771,5031772,TSS_10009,61,+,CP018074.1,Genbank,gene,5042398,5043324,.,-,.,10626
vnz_23170,71.344276,2.487746,0.5356684,4.6441906,3.41e-06,4.42e-05,CP018074.1,5041786,5041787,TSS_10052,37,+,CP018074.1,Genbank,gene,5042398,5043324,.,-,.,611
vnz_23170,71.344276,2.487746,0.5356684,4.6441906,3.41e-06,4.42e-05,CP018074.1,5039998,5039999,TSS_10024,196,+,CP018074.1,Genbank,gene,5042398,5043324,.,-,.,2399
vnz_23170,71.344276,2.487746,0.5356684,4.6441906,3.41e-06,4.42e-05,CP018074.1,5039460,5039461,TSS_10022,1324,+,CP018074.1,Genbank,gene,5042398,5043324,.,-,.,2937
vnz_23285,586.69106,7.4476696,0.6464818,11.520308,1.04e-30,1.84e-28,CP018074.1,5072051,5072052,TSS_10115,87,-,CP018074.1,Genbank,gene,5069000,5069497,.,+,.,2555
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5104931,5104932,TSS_10199,230,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,2654
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5101791,5101792,TSS_10182,40,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,5794
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5103498,5103499,TSS_10188,53,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,4087
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5104807,5104808,TSS_10196,111,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,2778
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5104833,5104834,TSS_10198,1280,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,2752
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5103510,5103511,TSS_10191,20655,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,4075
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5102096,5102097,TSS_10185,3488,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,5489
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5104777,5104778,TSS_10194,46,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,2808
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5104343,5104344,TSS_10193,57,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,3242
vnz_23475,130.1496,5.5493131,0.6172987,8.9896727,2.48e-19,1.64e-17,CP018074.1,5102017,5102018,TSS_10184,137,+,CP018074.1,Genbank,gene,5107586,5108293,.,-,.,5568
vnz_23530,131.99454,-2.1617638,0.4844159,-4.4626196,8.1e-06,9.52e-05,CP018074.1,5124005,5124006,TSS_10223,34,-,CP018074.1,Genbank,gene,5123594,5124526,.,+,.,1
vnz_23530,131.99454,-2.1617638,0.4844159,-4.4626196,8.1e-06,9.52e-05,CP018074.1,5123801,5123802,TSS_10221,486,-,CP018074.1,Genbank,gene,5123594,5124526,.,+,.,1
vnz_23555,283.49026,3.1582776,0.4609059,6.8523265,7.27e-12,2.2e-10,CP018074.1,5129855,5129856,TSS_10226,35,-,CP018074.1,Genbank,gene,5129123,5130751,.,+,.,1
vnz_23555,283.49026,3.1582776,0.4609059,6.8523265,7.27e-12,2.2e-10,CP018074.1,5130484,5130485,TSS_10227,41,-,CP018074.1,Genbank,gene,5129123,5130751,.,+,.,1
vnz_23860,1336.6652,-2.3528657,0.3808688,-6.1776279,6.51e-10,1.52e-08,CP018074.1,5192774,5192775,TSS_10369,110,-,CP018074.1,Genbank,gene,5191096,5192067,.,+,.,708
vnz_24000,166.22493,2.0869451,0.3716085,5.615978,1.95e-08,3.73e-07,CP018074.1,5226726,5226727,TSS_10418,81,-,CP018074.1,Genbank,gene,5226567,5227655,.,+,.,1
vnz_24125,65.083478,-2.7032862,0.4668323,-5.7907011,7.01e-09,1.44e-07,CP018074.1,5253950,5253951,TSS_10470,41,+,CP018074.1,Genbank,gene,5253318,5254940,.,-,.,1
vnz_24125,65.083478,-2.7032862,0.4668323,-5.7907011,7.01e-09,1.44e-07,CP018074.1,5254601,5254602,TSS_10471,57,+,CP018074.1,Genbank,gene,5253318,5254940,.,-,.,1
vnz_24455,54.745943,-2.2742104,0.7221745,-3.1491148,0.0016377,0.0105376,CP018074.1,5318383,5318384,TSS_10658,2134,+,CP018074.1,Genbank,gene,5319256,5320008,.,-,.,872
vnz_24535,132.75856,-2.2189779,0.4300066,-5.1603347,2.47e-07,3.89e-06,CP018074.1,5345194,5345195,TSS_10702,6924,-,CP018074.1,Genbank,gene,5338245,5341268,.,+,.,3927
vnz_24535,132.75856,-2.2189779,0.4300066,-5.1603347,2.47e-07,3.89e-06,CP018074.1,5348082,5348083,TSS_10705,77,-,CP018074.1,Genbank,gene,5338245,5341268,.,+,.,6815
vnz_24920,196.14339,-2.6593833,0.4009276,-6.6330768,3.29e-11,9.05e-10,CP018074.1,5423442,5423443,TSS_10847,49,+,CP018074.1,Genbank,gene,5424076,5425110,.,-,.,633
vnz_24920,196.14339,-2.6593833,0.4009276,-6.6330768,3.29e-11,9.05e-10,CP018074.1,5423455,5423456,TSS_10848,2739,+,CP018074.1,Genbank,gene,5424076,5425110,.,-,.,620
vnz_24920,196.14339,-2.6593833,0.4009276,-6.6330768,3.29e-11,9.05e-10,CP018074.1,5423670,5423671,TSS_10852,91,+,CP018074.1,Genbank,gene,5424076,5425110,.,-,.,405
