gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_14925,524.5593,2.7482516,0.3815858,7.2021846,5.93e-13,1.74e-11,CP018074.1,3332318,3332319,TSS_05336,734,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,8701
vnz_14925,524.5593,2.7482516,0.3815858,7.2021846,5.93e-13,1.74e-11,CP018074.1,3323855,3323856,TSS_05324,214,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,238
vnz_14950,92.843237,7.5108619,0.9668402,7.7684626,7.94e-15,2.78e-13,CP018074.1,3326048,3326049,TSS_05327,33,+,CP018074.1,Genbank,gene,3325570,3327882,.,-,.,1
vnz_14955,60.163017,6.4230839,0.9446724,6.7992713,1.05e-11,2.52e-10,CP018074.1,3326048,3326049,TSS_05327,33,+,CP018074.1,Genbank,gene,3327879,3329030,.,-,.,1830
vnz_14955,60.163017,6.4230839,0.9446724,6.7992713,1.05e-11,2.52e-10,CP018074.1,3328133,3328134,TSS_05329,67,+,CP018074.1,Genbank,gene,3327879,3329030,.,-,.,1
vnz_15055,107.21536,2.9458432,0.4942468,5.960268,2.52e-09,4.07e-08,CP018074.1,3354039,3354040,TSS_05413,463,+,CP018074.1,Genbank,gene,3354591,3356120,.,-,.,551
vnz_15155,55.851468,3.1963758,0.6335277,5.0453611,4.53e-07,5.1e-06,CP018074.1,3378307,3378308,TSS_05474,38,-,CP018074.1,Genbank,gene,3376789,3377571,.,+,.,737
vnz_15475,83.981442,-2.1233792,0.442854,-4.7947613,1.63e-06,1.68e-05,CP018074.1,3451902,3451903,TSS_05601,73,-,CP018074.1,Genbank,gene,3449397,3449834,.,+,.,2069
vnz_15485,68.712279,5.2123187,0.6073894,8.5815102,9.36e-18,4.84e-16,CP018074.1,3453369,3453370,TSS_05604,60,-,CP018074.1,Genbank,gene,3452040,3452459,.,+,.,911
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3492851,3492852,TSS_05683,204,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,6974
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3490989,3490990,TSS_05679,125,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,5112
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3489708,3489709,TSS_05677,1090,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,3831
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3498407,3498408,TSS_05803,647,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,12530
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3488172,3488173,TSS_05664,128,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,2295
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3492833,3492834,TSS_05682,32,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,6956
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3492175,3492176,TSS_05681,152,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,6298
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3488835,3488836,TSS_05671,1875,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,2958
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3498324,3498325,TSS_05802,34,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,12447
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3492161,3492162,TSS_05680,69,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,6284
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3488473,3488474,TSS_05668,2115,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,2596
vnz_15660,1040.5834,3.5025893,0.3269937,10.711489,8.99e-27,1.27e-24,CP018074.1,3498489,3498490,TSS_05805,8413,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,12612
vnz_15810,303.74113,2.9158342,0.4016845,7.2590165,3.9e-13,1.17e-11,CP018074.1,3517781,3517782,TSS_05932,346,+,CP018074.1,Genbank,gene,3518653,3520449,.,-,.,871
vnz_15890,336.79765,-2.8622784,0.4130516,-6.9295897,4.22e-12,1.06e-10,CP018074.1,3539615,3539616,TSS_06002,216,+,CP018074.1,Genbank,gene,3540575,3540910,.,-,.,959
vnz_15890,336.79765,-2.8622784,0.4130516,-6.9295897,4.22e-12,1.06e-10,CP018074.1,3537554,3537555,TSS_05975,42,+,CP018074.1,Genbank,gene,3540575,3540910,.,-,.,3020
vnz_15890,336.79765,-2.8622784,0.4130516,-6.9295897,4.22e-12,1.06e-10,CP018074.1,3537392,3537393,TSS_05966,31,+,CP018074.1,Genbank,gene,3540575,3540910,.,-,.,3182
vnz_15900,73.998015,2.6559155,0.5803428,4.5764595,4.73e-06,4.53e-05,CP018074.1,3541933,3541934,TSS_06018,91,+,CP018074.1,Genbank,gene,3541652,3542035,.,-,.,1
vnz_16410,361.37416,7.4734415,0.6765787,11.04593,2.29e-28,3.64e-26,CP018074.1,3649054,3649055,TSS_06495,31,+,CP018074.1,Genbank,gene,3649723,3651030,.,-,.,668
vnz_16410,361.37416,7.4734415,0.6765787,11.04593,2.29e-28,3.64e-26,CP018074.1,3648758,3648759,TSS_06482,4035,+,CP018074.1,Genbank,gene,3649723,3651030,.,-,.,964
vnz_16415,75.016988,3.9666154,0.4849124,8.1800651,2.84e-16,1.16e-14,CP018074.1,3653969,3653970,TSS_06554,49,-,CP018074.1,Genbank,gene,3651343,3653715,.,+,.,255
vnz_16440,137.35528,-2.1746748,0.5497277,-3.9559123,7.62e-05,0.0005769,CP018074.1,3660731,3660732,TSS_06562,396,-,CP018074.1,Genbank,gene,3659247,3659444,.,+,.,1288
vnz_16440,137.35528,-2.1746748,0.5497277,-3.9559123,7.62e-05,0.0005769,CP018074.1,3662519,3662520,TSS_06567,1212,-,CP018074.1,Genbank,gene,3659247,3659444,.,+,.,3076
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3755291,3755292,TSS_06753,85,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,781
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3753701,3753702,TSS_06748,142,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,2371
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3753605,3753606,TSS_06745,200,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,2467
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3751720,3751721,TSS_06739,334,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,4352
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3755053,3755054,TSS_06752,32,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,1019
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3755749,3755750,TSS_06755,34,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,323
vnz_16915,179.68926,4.542701,0.471998,9.6244068,6.31e-22,5e-20,CP018074.1,3753110,3753111,TSS_06743,60,+,CP018074.1,Genbank,gene,3756073,3756831,.,-,.,2962
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782398,3782399,TSS_06812,472,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,996
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782382,3782383,TSS_06809,4405,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,1012
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782341,3782342,TSS_06790,1250,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,1053
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3779268,3779269,TSS_06784,12390,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,4126
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782388,3782389,TSS_06810,31,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,1006
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782364,3782365,TSS_06804,890322,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,1030
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782449,3782450,TSS_06826,86,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,945
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782822,3782823,TSS_06928,264,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,572
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782443,3782444,TSS_06825,99,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,951
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782636,3782637,TSS_06883,32,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,758
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782624,3782625,TSS_06877,807,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,770
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782607,3782608,TSS_06871,183,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,787
vnz_17080,53.405881,4.8304452,0.7992994,6.0433486,1.51e-09,2.52e-08,CP018074.1,3782659,3782660,TSS_06893,53,+,CP018074.1,Genbank,gene,3783395,3784801,.,-,.,735
vnz_17470,625.26442,-4.2203431,0.928963,-4.5430689,5.54e-06,5.21e-05,CP018074.1,3848242,3848243,TSS_07010,167,+,CP018074.1,Genbank,gene,3855203,3857254,.,-,.,6960
vnz_17470,625.26442,-4.2203431,0.928963,-4.5430689,5.54e-06,5.21e-05,CP018074.1,3847398,3847399,TSS_07008,83,+,CP018074.1,Genbank,gene,3855203,3857254,.,-,.,7804
vnz_17750,468.13621,3.8881918,0.4097753,9.4885939,2.34e-21,1.75e-19,CP018074.1,3926376,3926377,TSS_07144,56,-,CP018074.1,Genbank,gene,3923886,3925583,.,+,.,794
vnz_17750,468.13621,3.8881918,0.4097753,9.4885939,2.34e-21,1.75e-19,CP018074.1,3928436,3928437,TSS_07146,1079,-,CP018074.1,Genbank,gene,3923886,3925583,.,+,.,2854
vnz_17750,468.13621,3.8881918,0.4097753,9.4885939,2.34e-21,1.75e-19,CP018074.1,3928469,3928470,TSS_07148,49,-,CP018074.1,Genbank,gene,3923886,3925583,.,+,.,2887
vnz_17915,163.71486,6.8394231,0.6890038,9.9265393,3.19e-23,2.97e-21,CP018074.1,3956228,3956229,TSS_07238,399,+,CP018074.1,Genbank,gene,3957169,3957555,.,-,.,940
vnz_17915,163.71486,6.8394231,0.6890038,9.9265393,3.19e-23,2.97e-21,CP018074.1,3956207,3956208,TSS_07236,67,+,CP018074.1,Genbank,gene,3957169,3957555,.,-,.,961
vnz_18205,422.20789,2.7030739,0.4616584,5.8551385,4.77e-09,7.4e-08,CP018074.1,4021402,4021403,TSS_07397,112,-,CP018074.1,Genbank,gene,4020197,4020640,.,+,.,763
vnz_18205,422.20789,2.7030739,0.4616584,5.8551385,4.77e-09,7.4e-08,CP018074.1,4021232,4021233,TSS_07391,58,-,CP018074.1,Genbank,gene,4020197,4020640,.,+,.,593
vnz_18410,51.886199,2.3791647,0.5250994,4.5308844,5.87e-06,5.48e-05,CP018074.1,4070890,4070891,TSS_07469,48,-,CP018074.1,Genbank,gene,4069008,4069640,.,+,.,1251
vnz_18410,51.886199,2.3791647,0.5250994,4.5308844,5.87e-06,5.48e-05,CP018074.1,4071671,4071672,TSS_07472,2008,-,CP018074.1,Genbank,gene,4069008,4069640,.,+,.,2032
vnz_18530,121.78304,4.1011065,0.4349548,9.4288108,4.15e-21,2.9e-19,CP018074.1,4094102,4094103,TSS_07506,126,-,CP018074.1,Genbank,gene,4092887,4093708,.,+,.,395
vnz_18620,64.560577,6.7625006,0.8753738,7.7252722,1.12e-14,3.86e-13,CP018074.1,4112135,4112136,TSS_07526,72,+,CP018074.1,Genbank,gene,4111292,4112137,.,-,.,1
vnz_18665,163.47187,6.0235304,0.8144692,7.3956514,1.41e-13,4.36e-12,CP018074.1,4117530,4117531,TSS_07554,46,-,CP018074.1,Genbank,gene,4117037,4118632,.,+,.,1
vnz_18835,150.73195,-2.9631722,0.3427703,-8.6447762,5.39e-18,2.83e-16,CP018074.1,4157238,4157239,TSS_07606,2126,-,CP018074.1,Genbank,gene,4151316,4152224,.,+,.,5015
vnz_18835,150.73195,-2.9631722,0.3427703,-8.6447762,5.39e-18,2.83e-16,CP018074.1,4157217,4157218,TSS_07605,147,-,CP018074.1,Genbank,gene,4151316,4152224,.,+,.,4994
vnz_18835,150.73195,-2.9631722,0.3427703,-8.6447762,5.39e-18,2.83e-16,CP018074.1,4156683,4156684,TSS_07604,68,-,CP018074.1,Genbank,gene,4151316,4152224,.,+,.,4460
vnz_18905,513.46124,2.2671564,0.6059539,3.7414667,0.0001829,0.0012691,CP018074.1,4157253,4157254,TSS_07608,282,+,CP018074.1,Genbank,gene,4162157,4162561,.,-,.,4903
vnz_18905,513.46124,2.2671564,0.6059539,3.7414667,0.0001829,0.0012691,CP018074.1,4157446,4157447,TSS_07610,31,+,CP018074.1,Genbank,gene,4162157,4162561,.,-,.,4710
vnz_18905,513.46124,2.2671564,0.6059539,3.7414667,0.0001829,0.0012691,CP018074.1,4157463,4157464,TSS_07612,1773,+,CP018074.1,Genbank,gene,4162157,4162561,.,-,.,4693
vnz_18925,365.22159,-3.4737028,0.401276,-8.6566432,4.86e-18,2.57e-16,CP018074.1,4167771,4167772,TSS_07623,10309,-,CP018074.1,Genbank,gene,4166180,4167259,.,+,.,513
vnz_18925,365.22159,-3.4737028,0.401276,-8.6566432,4.86e-18,2.57e-16,CP018074.1,4167795,4167796,TSS_07626,873,-,CP018074.1,Genbank,gene,4166180,4167259,.,+,.,537
vnz_18925,365.22159,-3.4737028,0.401276,-8.6566432,4.86e-18,2.57e-16,CP018074.1,4167866,4167867,TSS_07627,1931,-,CP018074.1,Genbank,gene,4166180,4167259,.,+,.,608
vnz_18935,565.01372,3.2212697,0.2843256,11.329512,9.37e-30,1.79e-27,CP018074.1,4167496,4167497,TSS_07619,165,+,CP018074.1,Genbank,gene,4168011,4169102,.,-,.,514
vnz_18935,565.01372,3.2212697,0.2843256,11.329512,9.37e-30,1.79e-27,CP018074.1,4167588,4167589,TSS_07620,48,+,CP018074.1,Genbank,gene,4168011,4169102,.,-,.,422
vnz_18935,565.01372,3.2212697,0.2843256,11.329512,9.37e-30,1.79e-27,CP018074.1,4168975,4168976,TSS_07632,77,+,CP018074.1,Genbank,gene,4168011,4169102,.,-,.,1
vnz_18935,565.01372,3.2212697,0.2843256,11.329512,9.37e-30,1.79e-27,CP018074.1,4168811,4168812,TSS_07630,60,+,CP018074.1,Genbank,gene,4168011,4169102,.,-,.,1
vnz_19250,455.94871,-4.5051221,0.9384296,-4.8007032,1.58e-06,1.64e-05,CP018074.1,4240890,4240891,TSS_07937,44,+,CP018074.1,Genbank,gene,4241517,4242293,.,-,.,626
vnz_19250,455.94871,-4.5051221,0.9384296,-4.8007032,1.58e-06,1.64e-05,CP018074.1,4239719,4239720,TSS_07931,32,+,CP018074.1,Genbank,gene,4241517,4242293,.,-,.,1797
vnz_19250,455.94871,-4.5051221,0.9384296,-4.8007032,1.58e-06,1.64e-05,CP018074.1,4239418,4239419,TSS_07925,40,+,CP018074.1,Genbank,gene,4241517,4242293,.,-,.,2098
vnz_19250,455.94871,-4.5051221,0.9384296,-4.8007032,1.58e-06,1.64e-05,CP018074.1,4239760,4239761,TSS_07933,76,+,CP018074.1,Genbank,gene,4241517,4242293,.,-,.,1756
vnz_19265,2533.4952,-5.064266,0.9605447,-5.2722858,1.35e-07,1.68e-06,CP018074.1,4245240,4245241,TSS_08056,100,+,CP018074.1,Genbank,gene,4244473,4245615,.,-,.,1
vnz_19265,2533.4952,-5.064266,0.9605447,-5.2722858,1.35e-07,1.68e-06,CP018074.1,4245001,4245002,TSS_08022,68,+,CP018074.1,Genbank,gene,4244473,4245615,.,-,.,1
vnz_19575,513.00535,-4.0104312,0.9556583,-4.1965118,2.71e-05,0.000225,CP018074.1,4301536,4301537,TSS_08193,62,+,CP018074.1,Genbank,gene,4302429,4303109,.,-,.,892
vnz_19585,233.33577,-3.4325666,0.6367919,-5.3904053,7.03e-08,9.26e-07,CP018074.1,4307023,4307024,TSS_08212,221,-,CP018074.1,Genbank,gene,4304611,4305291,.,+,.,1733
vnz_19585,233.33577,-3.4325666,0.6367919,-5.3904053,7.03e-08,9.26e-07,CP018074.1,4306090,4306091,TSS_08205,610,-,CP018074.1,Genbank,gene,4304611,4305291,.,+,.,800
vnz_19585,233.33577,-3.4325666,0.6367919,-5.3904053,7.03e-08,9.26e-07,CP018074.1,4306531,4306532,TSS_08206,48,-,CP018074.1,Genbank,gene,4304611,4305291,.,+,.,1241
vnz_19620,159.28309,3.4333683,0.4060783,8.4549409,2.79e-17,1.28e-15,CP018074.1,4314140,4314141,TSS_08223,60,-,CP018074.1,Genbank,gene,4311733,4313283,.,+,.,858
vnz_19620,159.28309,3.4333683,0.4060783,8.4549409,2.79e-17,1.28e-15,CP018074.1,4316064,4316065,TSS_08228,556,-,CP018074.1,Genbank,gene,4311733,4313283,.,+,.,2782
vnz_19620,159.28309,3.4333683,0.4060783,8.4549409,2.79e-17,1.28e-15,CP018074.1,4314660,4314661,TSS_08224,447,-,CP018074.1,Genbank,gene,4311733,4313283,.,+,.,1378
vnz_19990,266.89085,-2.8902411,0.4477135,-6.4555596,1.08e-10,2.2e-09,CP018074.1,4385731,4385732,TSS_08482,31,-,CP018074.1,Genbank,gene,4384175,4384378,.,+,.,1354
vnz_20180,71.636689,3.0585287,0.5924683,5.1623501,2.44e-07,2.86e-06,CP018074.1,4430672,4430673,TSS_08523,93,+,CP018074.1,Genbank,gene,4431486,4432400,.,-,.,813
vnz_20180,71.636689,3.0585287,0.5924683,5.1623501,2.44e-07,2.86e-06,CP018074.1,4413077,4413078,TSS_08517,42,+,CP018074.1,Genbank,gene,4431486,4432400,.,-,.,18408
vnz_20180,71.636689,3.0585287,0.5924683,5.1623501,2.44e-07,2.86e-06,CP018074.1,4432393,4432394,TSS_08527,404,+,CP018074.1,Genbank,gene,4431486,4432400,.,-,.,1
vnz_20855,292.51049,-5.7192802,1.0861866,-5.2654674,1.4e-07,1.74e-06,CP018074.1,4569619,4569620,TSS_08679,43,+,CP018074.1,Genbank,gene,4568435,4569772,.,-,.,1
vnz_20855,292.51049,-5.7192802,1.0861866,-5.2654674,1.4e-07,1.74e-06,CP018074.1,4565318,4565319,TSS_08676,98,+,CP018074.1,Genbank,gene,4568435,4569772,.,-,.,3116
vnz_20855,292.51049,-5.7192802,1.0861866,-5.2654674,1.4e-07,1.74e-06,CP018074.1,4565226,4565227,TSS_08673,938,+,CP018074.1,Genbank,gene,4568435,4569772,.,-,.,3208
vnz_21060,123.46602,3.0142586,0.4997069,6.0320528,1.62e-09,2.69e-08,CP018074.1,4616700,4616701,TSS_08752,93,-,CP018074.1,Genbank,gene,4615546,4616100,.,+,.,601
vnz_21060,123.46602,3.0142586,0.4997069,6.0320528,1.62e-09,2.69e-08,CP018074.1,4616738,4616739,TSS_08753,70,-,CP018074.1,Genbank,gene,4615546,4616100,.,+,.,639
vnz_21065,96.827179,2.7321668,0.4889606,5.5877038,2.3e-08,3.22e-07,CP018074.1,4616700,4616701,TSS_08752,93,-,CP018074.1,Genbank,gene,4616097,4616828,.,+,.,1
vnz_21065,96.827179,2.7321668,0.4889606,5.5877038,2.3e-08,3.22e-07,CP018074.1,4616738,4616739,TSS_08753,70,-,CP018074.1,Genbank,gene,4616097,4616828,.,+,.,1
vnz_21565,130.2086,-5.2089456,0.5973496,-8.7200953,2.78e-18,1.52e-16,CP018074.1,4719853,4719854,TSS_08932,55,+,CP018074.1,Genbank,gene,4719521,4720126,.,-,.,1
vnz_21830,54.970361,-2.5291414,0.4672511,-5.4128094,6.2e-08,8.19e-07,CP018074.1,4758443,4758444,TSS_09315,32,-,CP018074.1,Genbank,gene,4757759,4758529,.,+,.,1
vnz_22025,68.886346,6.6542546,0.8342001,7.976809,1.5e-15,5.66e-14,CP018074.1,4793690,4793691,TSS_09428,531,+,CP018074.1,Genbank,gene,4794934,4796175,.,-,.,1243
vnz_22025,68.886346,6.6542546,0.8342001,7.976809,1.5e-15,5.66e-14,CP018074.1,4792076,4792077,TSS_09423,2360,+,CP018074.1,Genbank,gene,4794934,4796175,.,-,.,2857
vnz_22025,68.886346,6.6542546,0.8342001,7.976809,1.5e-15,5.66e-14,CP018074.1,4790271,4790272,TSS_09416,1231,+,CP018074.1,Genbank,gene,4794934,4796175,.,-,.,4662
vnz_22025,68.886346,6.6542546,0.8342001,7.976809,1.5e-15,5.66e-14,CP018074.1,4791160,4791161,TSS_09420,167,+,CP018074.1,Genbank,gene,4794934,4796175,.,-,.,3773
vnz_22025,68.886346,6.6542546,0.8342001,7.976809,1.5e-15,5.66e-14,CP018074.1,4790210,4790211,TSS_09412,164,+,CP018074.1,Genbank,gene,4794934,4796175,.,-,.,4723
vnz_22025,68.886346,6.6542546,0.8342001,7.976809,1.5e-15,5.66e-14,CP018074.1,4790319,4790320,TSS_09418,2578,+,CP018074.1,Genbank,gene,4794934,4796175,.,-,.,4614
vnz_22100,491.94197,3.9622945,0.4452809,8.898415,5.66e-19,3.23e-17,CP018074.1,4818623,4818624,TSS_09462,56,+,CP018074.1,Genbank,gene,4819561,4820676,.,-,.,937
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4836479,4836480,TSS_09486,63,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,2312
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4837689,4837690,TSS_09493,45,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,1102
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4831516,4831517,TSS_09484,47,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,7275
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4836491,4836492,TSS_09489,5597,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,2300
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4838201,4838202,TSS_09494,68,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,590
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4830850,4830851,TSS_09481,210,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,7941
vnz_22170,348.5405,4.5873321,0.4479077,10.24169,1.29e-24,1.53e-22,CP018074.1,4838318,4838319,TSS_09495,33,+,CP018074.1,Genbank,gene,4838792,4840144,.,-,.,473
vnz_22465,87.683712,-2.6653734,0.7927204,-3.3623121,0.0007729,0.0045805,CP018074.1,4894301,4894302,TSS_09577,83,+,CP018074.1,Genbank,gene,4897557,4898900,.,-,.,3255
vnz_22480,209.08078,-3.3776119,0.8149284,-4.1446734,3.4e-05,0.0002778,CP018074.1,4902856,4902857,TSS_09685,33,-,CP018074.1,Genbank,gene,4901458,4902675,.,+,.,182
vnz_22575,157.93953,2.457497,0.3959187,6.2070754,5.4e-10,9.62e-09,CP018074.1,4922290,4922291,TSS_09824,32,-,CP018074.1,Genbank,gene,4921029,4922183,.,+,.,108
vnz_22660,329.05725,2.7918938,0.2920269,9.5603999,1.17e-21,8.98e-20,CP018074.1,4933650,4933651,TSS_09843,473,+,CP018074.1,Genbank,gene,4936820,4938472,.,-,.,3169
vnz_22680,1019.3252,2.0231486,0.3792833,5.3341364,9.6e-08,1.24e-06,CP018074.1,4945567,4945568,TSS_09859,3659,-,CP018074.1,Genbank,gene,4942163,4943089,.,+,.,2479
vnz_22680,1019.3252,2.0231486,0.3792833,5.3341364,9.6e-08,1.24e-06,CP018074.1,4945700,4945701,TSS_09867,376,-,CP018074.1,Genbank,gene,4942163,4943089,.,+,.,2612
vnz_22680,1019.3252,2.0231486,0.3792833,5.3341364,9.6e-08,1.24e-06,CP018074.1,4945674,4945675,TSS_09864,1498,-,CP018074.1,Genbank,gene,4942163,4943089,.,+,.,2586
vnz_22745,123.88971,-4.9503152,0.3747806,-13.208569,7.83e-40,3.64e-37,CP018074.1,4957993,4957994,TSS_09885,279,-,CP018074.1,Genbank,gene,4956064,4957605,.,+,.,389
vnz_22870,413.10728,7.2389655,0.4954414,14.611142,2.38e-48,2.59e-45,CP018074.1,4980373,4980374,TSS_09928,364,+,CP018074.1,Genbank,gene,4982472,4982879,.,-,.,2098
vnz_22870,413.10728,7.2389655,0.4954414,14.611142,2.38e-48,2.59e-45,CP018074.1,4980019,4980020,TSS_09926,764,+,CP018074.1,Genbank,gene,4982472,4982879,.,-,.,2452
vnz_22870,413.10728,7.2389655,0.4954414,14.611142,2.38e-48,2.59e-45,CP018074.1,4979101,4979102,TSS_09921,1223,+,CP018074.1,Genbank,gene,4982472,4982879,.,-,.,3370
vnz_22885,380.84865,8.3651884,0.6584661,12.704053,5.61e-37,2.15e-34,CP018074.1,4984465,4984466,TSS_09936,47,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,1
vnz_22885,380.84865,8.3651884,0.6584661,12.704053,5.61e-37,2.15e-34,CP018074.1,4984370,4984371,TSS_09934,51,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,38
vnz_22885,380.84865,8.3651884,0.6584661,12.704053,5.61e-37,2.15e-34,CP018074.1,4984817,4984818,TSS_09938,63,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,1
vnz_22885,380.84865,8.3651884,0.6584661,12.704053,5.61e-37,2.15e-34,CP018074.1,4984394,4984395,TSS_09935,34,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,14
vnz_22885,380.84865,8.3651884,0.6584661,12.704053,5.61e-37,2.15e-34,CP018074.1,4984111,4984112,TSS_09932,2306,+,CP018074.1,Genbank,gene,4984409,4984819,.,-,.,297
vnz_22895,273.70305,5.0552304,0.6195678,8.1592847,3.37e-16,1.35e-14,CP018074.1,4988588,4988589,TSS_09945,180,-,CP018074.1,Genbank,gene,4985597,4985863,.,+,.,2726
vnz_22960,196.13959,8.7313821,1.0535197,8.2878201,1.15e-16,5.04e-15,CP018074.1,5001755,5001756,TSS_09952,33,-,CP018074.1,Genbank,gene,5001399,5001638,.,+,.,118
